title,website_url,source,grades_or_ages,prices_mentioned,description
All-Day Charlotte Mason Seminar on DVD,https://simplycharlottemason.com/store/all-day-charlotte-mason-seminar-on-dvd/,Simply Charlotte Mason,Charlotte Mason; All Ages,$34.95,[box type=”note” icon=”none”] The All-Day Charlotte Mason Seminar on DVD has been discontinued. Our new Learning and Living: Homeschooling the Charlotte Mason Way 12-DVD set replaces it with updated and expanded material. The All-Day Seminar workshop notebooks are still available for those who already have the DVDs and want to host a group seminar or watch with friends. [/box]
All-Day Seminar Notebook,https://simplycharlottemason.com/store/all-day-seminar-notebook/,Simply Charlotte Mason,Charlotte Mason; All Ages,$8.00,"Now you can share the All-Day Charlotte Mason Seminar on DVD with a group of your friends! Extra seminar notebooks are available to make sure that each friend who participates in your event or homeschool library can have her own copy (one notebook is included with the DVD set). The 60-page notebook contains helpful lists and information that are referred to in the seminar, plus lots of room to write personal notes."
Along Came Galileo,https://simplycharlottemason.com/store/along-came-galileo/,Simply Charlotte Mason,Charlotte Mason; All Ages,$12.95,A story of Galileo and his insatiable curiosity that prompted so many scientific breakthroughs. A well-told narrative for middle readers.
"America: Our Stories, Volume 1 (American History Living Book)",https://simplycharlottemason.com/store/america-our-stories-1-living-book/,Simply Charlotte Mason,Grades 1–12,$17.95,"A living book covering the stories of Early Modern American history, from America’s first peoples to the War of 1812. (Grades 1–12)"
"America: Our Stories, Volume 2",https://simplycharlottemason.com/store/america-our-stories-volume-2/,Simply Charlotte Mason,Charlotte Mason; All Ages,$15.95 (was $17.95),"This living history book provides a birds-eye view of American history during the Modern time period—from the westward expansion to the twenty-first century. Special intro pricing America: Our Stories, Volume 2 is part of a new curriculum for history, geography, and Bible. Special introductory pricing will be available through the release of the new curriculum. Find out more"
American Voices,https://simplycharlottemason.com/store/american-voices/,Simply Charlotte Mason,Charlotte Mason; All Ages,$40.00,"If you want your students to really understand American history, be sure to include the documents, literature, and poetry as you go along. The American Voices collection makes it simple to do."
America’s Forgotten Colonial History,https://simplycharlottemason.com/store/americas-forgotten-colonial-history/,Simply Charlotte Mason,Charlotte Mason; All Ages,$17.95,A book about the 150 years of America’s colonial history that is often overlooked.
Amos Fortune: Free Man,https://simplycharlottemason.com/store/amos-fortune-free-man/,Simply Charlotte Mason,Charlotte Mason; All Ages,$8.95,"A powerful story that traces the life of Amos, from his capture in Africa in 1725 to purchasing his own freedom 20 years later."
An American Slave: The Autobiography of Frederick Douglass Audiobook,https://simplycharlottemason.com/store/an-american-slave-the-autobiography-of-frederick-douglass-audiobook/,Simply Charlotte Mason,Charlotte Mason; All Ages,$18.00,"Frederick Douglass’s autobiography , read by narrator Jim Hodges. (Audio download.)"
Ancient Egypt and Her Neighbors,https://simplycharlottemason.com/store/ancient-egypt-and-her-neighbors/,Simply Charlotte Mason,Grades 1–12,$11.95,A fascinating narrative of life in Ancient Egypt intertwined with captivating stories of the other civilizations that existed alongside her—neighbors far and near. Makes the ancient world come alive! (Grades 1–12) Download a free sample of the book or audiobook .
Ancient Times Elementary Books Bundle,https://simplycharlottemason.com/store/ancient-times-elementary-books-bundle/,Simply Charlotte Mason,Elementary,Free,Get all the books you need for Elementary students for A Pageant of History: Ancient Times in this convenient bundle!
Ancient Times Family Books Bundle,https://simplycharlottemason.com/store/ancient-times-family-books-bundle/,Simply Charlotte Mason,Charlotte Mason; All Ages,Free,Get all the books you need for Family for A Pageant of History: Ancient Times in this convenient bundle!
Ancient Times High School Books Bundle,https://simplycharlottemason.com/store/ancient-times-high-school-books-bundle/,Simply Charlotte Mason,High School,Free,Get all the books you need for High School students for A Pageant of History: Ancient Times in this convenient bundle!
Ancient Times Middle School Books Bundle,https://simplycharlottemason.com/store/ancient-times-middle-school-books-bundle/,Simply Charlotte Mason,Middle School,Free,Get all the books you need for Middle School students for A Pageant of History: Ancient Times in this convenient bundle!
Animal Farm,https://simplycharlottemason.com/store/animal-farm/,Simply Charlotte Mason,Charlotte Mason; All Ages,$9.95,"An excellent invitation to discuss political powers, the abuses of that power, and what we have noticed in the affairs of the world."
