title,website_url,source,grades_or_ages,prices_mentioned,description
Volume I (Third Edition)—Student Reader and digital Companion Guide (Bundle),https://themysteryofhistory.com/product/volume-i-third-edition-student-reader-and-digital-companion-guide-bundle/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); All Ages,$99.95,"The Mystery of History Volume I (retailing at $99.95) covers world history from Creation (c. 4000 B.C.) to the death and resurrection of Jesus Christ (c. A.D. 33). Where most ancient studies encompass only Egypt, Greece, and Rome, The Mystery of History Volume I goes further to blend secular and sacred events—on one seamless timeline. (Access to a digital Companion Guide, a 500+ page PDF resource—full of curriculum for all ages—is found on the inside cover of the book!)"
Volume I (Third Edition)—Student Reader ebook (.epub),https://themysteryofhistory.com/product/volume-1-third-edition-student-reader-ebook/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); All Ages,$49.95,"The Mystery of History Volume I, Third Edition covers world history from Creation (c. 4000 B.C.) to the death and resurrection of Jesus Christ (c. A.D. 33). Where most ancient studies encompass only Egypt, Greece, and Rome, our volume goes further to blend secular and sacred events—on one seamless timeline. New-ebook ($49.95): To avoid shipping costs, or for personal preference, you can now purchase our colorful Volume I, Third Edition Student Reader as a downloadable digital ebook! Like our hardbacks, your purchase comes with a one FREE quarter of our Audiobook MP3 (a $12 value offered exclusively on our website.)* Digital Bundle ($76.41) : To enhance your studies, you may want to bundle the Student Reader ebook with a digital Companion Guide. Retailing at $39.95, the digital Companion Guide is a 500+ page PDF resource—full of curriculum for all ages. If you bundle it with the ebook, you’ll save 15%!"
Volume II (Second Edition)—Companion Guide,https://themysteryofhistory.com/product/volume-2-companion-guide/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); All Ages,$39.95,"All of our hardback volumes come with a one-time download code (in the cover) for a digital Companion Guide loaded with curriculum for all ages! But, if you prefer paper pages in a binder, or the code has been used, this is the product you’re looking for."
Volume II (Second Edition)—Planning Pages (PDF),https://themysteryofhistory.com/product/volume-2-second-edition-planning-pages/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance),$7.00,"These Planning Pages were designed to help families** line up our Volume II Student Reader with our Companion Guide —in one easy-to-use 30-page planner! You can print these pages for a notebook, or use them in Adobe Reader with tools for text, sticky notes, highlighting, box checking, signing, etc. If you’re the scheduling type or not, these Planning Pages will help you “look ahead” to see and enjoy the many features of The Mystery of History."
Volume II (Second Edition)—Student Reader and digital Companion Guide,https://themysteryofhistory.com/product/volume-2-student-reader-and-companion-guide/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); All Ages,$49.95,"The Mystery of History Volume II (retailing at $99.95) covers world history from the ascension of Jesus Christ (c. A.D. 33) to the invention of the printing press (1456). Where most medieval studies hover over the Dark Ages of Europe, The Mystery of History Volume II goes further to blend the history of the early church with worldwide events of the Middle Ages—on one meaningful timeline. (Access to a digital Companion Guide, a 500+ page PDF resource—full of curriculum for all ages—is found on the inside cover of the book!) The ISBN of our current Second Edition is: 978-1892427458."
Volume II (Second Edition)—Student Reader and digital Companion Guide (Bundle),https://themysteryofhistory.com/product/volume-ii-second-edition-student-reader-and-digital-companion-guide-bundle/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); All Ages,$79.95,"The Mystery of History Volume II (retailing at $99.95) covers world history from the ascension of Jesus Christ (c. A.D. 33) to the invention of the printing press (1456). Where most medieval studies hover over the Dark Ages of Europe, The Mystery of History Volume II goes further to blend the history of the early church with worldwide events of the Middle Ages—on one meaningful timeline. (Access to a digital Companion Guide, a 500+ page PDF resource—full of curriculum for all ages—is found on the inside cover of the book!)"
Volume III Planning Pages (PDF),https://themysteryofhistory.com/product/volume-3-planning-pages-pdf/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry),$7.00,"These Planning Pages were designed to help families* line up our Volume III Student Reader with our First or Second Edition Companion Guide** —in one easy-to-use 30-page planner! You can print these pages for a notebook, or use them in Adobe Reader with tools for text, sticky notes, highlighting, box checking, signing, etc. If you’re the scheduling type or not, these Planning Pages will help you “look ahead” to see and enjoy the many features of The Mystery of History."
Volume III Self-Paced Course (18-month Membership),https://themysteryofhistory.com/product/volume-iii-self-paced-course-18-month-membership/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry),$247.00,
Volume III Video Lectures (18-month Membership),https://themysteryofhistory.com/product/video-lectures-for-volume-iii-membership/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry),$107.00,"The Mystery of History Volume III covers world history from the Wars of the Roses in England (1455) to Isaac Watts (1707). With the addition of our streaming video lectures*, students can go deeper! Linda Lacour Hobar, author of The Mystery of History , offers eighty-four 10-20 minute lectures (one per lesson) to further each topic of Volume III with slides, information, virtual field trips, interviews, and inspiration from a biblical worldview. (The lectures are not designed to replace the Student Reader , but to expand on it.) Professionally mastered, these videos may be enjoyed visually by the whole family, but the detail of the lectures is best suited for students 13 and up. *Due to file size, these lectures are accessed through a streaming membership on our website and are not downloadable. Membership is 18 months to allow families some stop and start flexibility!"
Volume III—Audiobook,https://themysteryofhistory.com/product/volume-3-audiobook/,The Mystery of History,Grades 1-5; Volume I (Creation to A.D. 33); Grades 6-8; Volume II (The Early Church to the Renaissance); Grades 9-11; Volume III (The Renaissance to the Age of Industry),$13.00,"Bring The Mystery of History Volume III to life with a word for word narration by the author. This listening library is sure to enhance your study of the Renaissance and Reformation. Be it for bedtime, class time, lunchtime, or a road trip, you can listen and learn! This product now comes with a printable “Listening Guide” (in color or black & white) to help you track your progress and see upcoming lessons and dates. These audio files come “with music” or “without music” for your listening pleasure. (Most prefer the thematic music, but sensitive ears may prefer without. Check out our samples.) Total listening time: 21 hrs 12 min."
